Cust_Id,Calendar_Dt,Amt_LE
1519955,11/12/2019,169.7
1519955,11/13/2019,188.97
1519955,11/14/2019,219.68
1519955,11/15/2019,327.77
1519955,11/16/2019,51.21
1519955,11/17/2019,119.9
1519955,11/18/2019,176.43
1519955,11/19/2019,338.92
1519955,11/20/2019,159.92
1519955,11/21/2019,227.4
1519955,11/22/2019,392.45
1519955,11/23/2019,101.3
1519955,11/24/2019,162.87
1519955,11/25/2019,59.02
1519955,11/26/2019,87.67
1519955,11/27/2019,197.81
1519955,11/28/2019,119.61
1519955,11/29/2019,551.92
1519955,11/30/2019,108.67
1519955,12/1/2019,108.75
1519955,12/2/2019,56.31
1519955,12/3/2019,115.51
1519955,12/4/2019,0.15
1519955,12/5/2019,115.74
1519955,12/6/2019,109.44
1519955,12/7/2019,157.68
1519955,12/8/2019,87.19
1519955,12/9/2019,72.14
1519955,12/10/2019,313.35
1519955,12/11/2019,240.25
1519955,12/12/2019,306.31
1519955,12/13/2019,101.34
1519955,12/14/2019,293.49
1519955,12/15/2019,170.84
1519955,12/16/2019,96.18
1519955,12/17/2019,321.64
1519955,12/18/2019,142.17
1519955,12/19/2019,141.15
1519955,12/20/2019,103.33
1519955,12/21/2019,191.23
1519955,12/22/2019,65.52
1519955,12/23/2019,113.84
1519955,12/24/2019,380.47
1519955,12/25/2019,105.88
1519955,12/26/2019,160.29
1519955,12/27/2019,146.94
1519955,12/28/2019,37.63
1519955,12/29/2019,269.6
1519955,12/30/2019,189.8
1519955,12/31/2019,73.46
1544308,11/1/2019,139.64
1544308,11/2/2019,51.34
1544308,11/3/2019,32.84
1544308,11/4/2019,61.59
1544308,11/5/2019,46.74
1544308,11/6/2019,90.13
1544308,11/7/2019,38.57
1544308,11/8/2019,77.07
1544308,11/9/2019,73.13
1544308,11/10/2019,129.82
1544308,11/11/2019,76.88
1544308,11/12/2019,157.17
1544308,11/16/2019,45.97
1544308,11/17/2019,106.35
1544308,11/18/2019,75.87
1544308,11/19/2019,161.98
1544308,11/20/2019,66.72
1544308,11/21/2019,111.4
1544308,11/22/2019,41.91
1544308,11/23/2019,87.43
1544308,11/24/2019,42.04
1544308,11/25/2019,63.76
1544308,11/26/2019,85.14
1544308,11/27/2019,136.24
1544308,11/28/2019,154.25
1544308,11/29/2019,170.49
1544308,11/30/2019,290.95
1544308,12/1/2019,63.49
1544308,12/2/2019,67.18
1544308,12/3/2019,7.81
1544308,12/6/2019,104.12
1544308,12/7/2019,26.11
1544308,12/8/2019,11.94
1544308,12/9/2019,55.67
1544308,12/10/2019,58.46
1544308,12/11/2019,0.02
1544308,12/13/2019,0.01
1544308,12/14/2019,33.2
1544308,12/15/2019,4.81
1544308,12/16/2019,17.1
1544308,12/18/2019,0
1581577,11/1/2019,40.55
1581577,11/2/2019,9.39
1581577,11/4/2019,16.13
1581577,11/5/2019,152.28
1581577,11/6/2019,42.8
1581577,11/7/2019,63.78
1581577,11/8/2019,182.21
1581577,11/9/2019,41.09
1581577,11/10/2019,45.56
1581577,11/11/2019,29.06
1581577,11/12/2019,75.08
1581577,11/13/2019,306.51
1581577,11/14/2019,47.65
1581577,11/15/2019,62.79
1581577,11/16/2019,68.03
1581577,11/17/2019,51.45
1581577,11/18/2019,29.34
1581577,11/19/2019,263.46
1581577,11/20/2019,38.22
1581577,11/21/2019,65.16
1581577,11/22/2019,122.5
1581577,11/23/2019,5.09
1581577,11/24/2019,17.5
1581577,11/25/2019,70.57
1581577,11/26/2019,72.02
1581577,11/27/2019,41.51
1581577,11/28/2019,51.09
1581577,11/29/2019,56.74
1581577,11/30/2019,47.2
1581577,12/1/2019,31.7
1581577,12/2/2019,55.98
1581577,12/3/2019,10.66
1581577,12/4/2019,33.92
1581577,12/5/2019,99.77
1581577,12/6/2019,40.59
1581577,12/7/2019,57.89
1581577,12/8/2019,66.29
1581577,12/9/2019,58.8
1581577,12/10/2019,74.62
1581577,12/11/2019,156.89
1581577,12/12/2019,121.02
1581577,12/13/2019,46.33
1581577,12/14/2019,51.68
1581577,12/15/2019,192.63
1581577,12/16/2019,92.98
1581577,12/17/2019,66.76
1581577,12/18/2019,62.54
1581577,12/19/2019,65.84
1581577,12/20/2019,201.17
1581577,12/21/2019,87.61
1581577,12/22/2019,43.05
1581577,12/24/2019,106.14
1581577,12/25/2019,53.42
1581577,12/26/2019,53.23
1581577,12/27/2019,23.94
1581577,12/28/2019,228.59
1581577,12/29/2019,23.08
1581577,12/30/2019,68.6
1581577,12/31/2019,21.7
1652257,11/4/2019,0.32
1652257,11/12/2019,0.32
1652257,11/13/2019,0.64
1652257,11/14/2019,0
1652257,11/16/2019,0.96
1652257,11/17/2019,0.32
1652257,11/18/2019,0.32
1652257,11/20/2019,0.32
1652257,11/26/2019,0.64
1652257,11/27/2019,0.32
1652257,12/5/2019,0.32
1652257,12/6/2019,0.32
1652257,12/9/2019,0.32
1652257,12/14/2019,0
1652257,12/19/2019,0.32
1652257,12/23/2019,0.64
1652257,12/26/2019,0.32
1652257,12/31/2019,0.32
1659669,11/9/2019,15.4
1659669,11/11/2019,8.01
1659669,11/14/2019,8.33
1659669,11/16/2019,16.65
1659669,11/18/2019,0
1659669,11/29/2019,11.52
1659669,12/1/2019,20.5
1659669,12/2/2019,15.69
1659669,12/4/2019,14.73
1659669,12/8/2019,12.49
1659669,12/10/2019,15.28
1659669,12/11/2019,17.62
1659669,12/21/2019,15.37
1659669,12/22/2019,10.58
1659669,12/26/2019,12.17
1659669,12/27/2019,20.17
1668312,11/9/2019,23.05
1668312,11/17/2019,70.44
1668312,12/12/2019,368.59
1668312,12/21/2019,0.01
1668312,12/27/2019,15.71
1775126,11/1/2019,47.04
1775126,11/4/2019,48.46
1775126,11/5/2019,36.73
1775126,11/6/2019,17.71
1775126,11/7/2019,7.24
1775126,11/9/2019,38.89
1775126,11/10/2019,10.17
1775126,11/15/2019,0.96
1775126,11/29/2019,47.1
1775126,11/30/2019,59.1
1775126,12/2/2019,15.84
1775126,12/3/2019,2.74
1775126,12/5/2019,22.48
1775126,12/6/2019,11.64
1775126,12/14/2019,95.95
1775126,12/15/2019,19.94
1775126,12/16/2019,73.07
1775126,12/18/2019,56.95
1775126,12/23/2019,48.19
1775126,12/27/2019,0.03
1775126,12/29/2019,117.53
1775126,12/30/2019,17.59
1775126,12/31/2019,28.24
1778827,11/6/2019,43.67
1778827,11/7/2019,38.16
1778827,11/9/2019,4.22
1778827,11/10/2019,7.31
1778827,11/24/2019,7.06
1778827,11/30/2019,21.19
1778827,12/6/2019,22.16
1778827,12/10/2019,21.24
1778827,12/11/2019,2.25
1778827,12/19/2019,14.16
1778827,12/27/2019,3.59
1798791,11/1/2019,4.24
1798791,11/22/2019,157.85
1798791,11/24/2019,0.16
1798791,12/2/2019,0.59
1798791,12/5/2019,1.72
1798791,12/7/2019,5.36
1798791,12/8/2019,0.48
1798791,12/9/2019,0.22
1798791,12/10/2019,0.35
1798791,12/11/2019,0.25
1798791,12/12/2019,0.37
1807965,11/2/2019,10.9
1807965,11/4/2019,0.64
1807965,11/9/2019,94.64
1807965,11/10/2019,27.11
1807965,11/14/2019,2.92
1807965,11/15/2019,6.52
1807965,11/16/2019,5.09
1807965,11/17/2019,3.35
1807965,11/18/2019,0
1807965,11/19/2019,0
1807965,11/21/2019,12.14
1807965,11/22/2019,0.97
1807965,11/24/2019,4.89
1807965,11/25/2019,7.46
1807965,11/26/2019,3.92
1807965,11/28/2019,0.96
1807965,11/30/2019,16.35
1807965,12/1/2019,26.7
1807965,12/2/2019,54.57
1807965,12/8/2019,9.4
1807965,12/9/2019,8.02
1807965,12/10/2019,16.43
1807965,12/13/2019,10.92
1807965,12/15/2019,1.62
1807965,12/21/2019,0.33
1821815,11/5/2019,6.75
1821815,11/6/2019,34.92
1821815,11/7/2019,5.59
1821815,11/8/2019,2.84
1821815,11/9/2019,5.7
1821815,11/11/2019,6.17
1821815,11/12/2019,12.76
1821815,11/13/2019,31.49
1821815,11/14/2019,15.95
1821815,11/15/2019,8.04
1821815,11/16/2019,20.16
1821815,11/18/2019,4.21
1821815,11/19/2019,83.89
1821815,11/20/2019,1.68
1821815,11/21/2019,29.27
1821815,12/14/2019,2.54
1821815,12/15/2019,1.27
1821815,12/16/2019,0.78
1821815,12/17/2019,1.87
1821815,12/18/2019,1.77
1821815,12/19/2019,2.36
1821815,12/28/2019,22.86
1821815,12/30/2019,0.2
1821815,12/31/2019,1.96
1822477,11/2/2019,0.69
1822477,11/3/2019,0.1
1822477,11/4/2019,10.18
1822477,11/6/2019,4.32
1822477,11/8/2019,0.1
1822477,11/12/2019,68.67
1822477,11/13/2019,0.79
1822477,11/16/2019,4.8
1822477,11/18/2019,0.2
1822477,11/20/2019,38.83
1822477,11/21/2019,7.07
1822477,11/22/2019,0.1
1822477,11/23/2019,34.2
1822477,11/26/2019,6.36
1822477,11/28/2019,1.77
1822477,11/29/2019,7.36
1822477,11/30/2019,464.04
1822477,12/1/2019,672.96
1822477,12/2/2019,272.94
1822477,12/3/2019,266.45
1822477,12/4/2019,86.44
1822477,12/5/2019,0
1822477,12/10/2019,0.2
1822477,12/11/2019,0.1
1822477,12/12/2019,0.1
1822477,12/13/2019,0.39
1822477,12/14/2019,11.73
1822477,12/16/2019,23.38
1822477,12/17/2019,0.1
1822477,12/18/2019,357.78
1822477,12/19/2019,31.38
1822477,12/20/2019,0.1
1822477,12/21/2019,0.1
1822477,12/22/2019,7.14
1822477,12/24/2019,5.48
1822477,12/26/2019,0.1
1822477,12/28/2019,0.2
1822477,12/29/2019,28.54
1822477,12/30/2019,0.1
1822477,12/31/2019,9.73
1836784,11/3/2019,9.93
1836784,11/4/2019,1.67
1836784,11/5/2019,38.17
1836784,11/6/2019,3.73
1836784,11/7/2019,0.88
1836784,11/12/2019,78.89
1836784,11/13/2019,3.43
1836784,11/14/2019,1.08
1836784,11/15/2019,0.59
1836784,11/16/2019,0.39
1836784,11/18/2019,159.81
1836784,11/19/2019,54.37
1836784,11/20/2019,42.36
1836784,11/21/2019,0.39
1836784,11/22/2019,1.86
1836784,11/23/2019,0.78
1836784,11/24/2019,38.47
1836784,11/25/2019,154.04
1836784,11/26/2019,3.72
1836784,11/27/2019,0.39
1836784,11/28/2019,0.29
1836784,12/1/2019,0.49
1836784,12/2/2019,86.48
1836784,12/3/2019,4.34
1836784,12/4/2019,0.78
1836784,12/5/2019,1.08
1836784,12/6/2019,6.89
1836784,12/7/2019,46.26
1836784,12/8/2019,2.94
1836784,12/13/2019,6.41
1836784,12/14/2019,0.49
1836784,12/15/2019,8.95
1836784,12/16/2019,7.55
1836784,12/17/2019,0.39
1836784,12/18/2019,0.4
1836784,12/19/2019,0.3
1836784,12/20/2019,1.08
1836784,12/21/2019,121.46
1836784,12/22/2019,0.39
1836784,12/23/2019,0.3
1836784,12/24/2019,0.49
1836784,12/25/2019,1.28
1836784,12/26/2019,0.3
1837083,11/1/2019,187.72
1837083,11/2/2019,107.62
1837083,11/3/2019,10.43
1837083,11/4/2019,45.95
1837083,11/5/2019,22.3
1837083,11/6/2019,65.52
1837083,11/7/2019,4
1837083,11/8/2019,6.08
1837083,11/9/2019,85.89
1837083,11/10/2019,73.9
1837083,11/11/2019,362.33
1837083,11/12/2019,32.14
1837083,11/13/2019,76.53
1837083,11/14/2019,15.33
1837083,11/15/2019,25.92
1837083,11/16/2019,218.29
1837083,11/17/2019,18.36
1837083,11/18/2019,14.35
1837083,11/19/2019,17.03
1837083,11/20/2019,8.91
1837083,11/21/2019,192.39
1837083,11/22/2019,50.16
1837083,11/23/2019,32.06
1837083,11/24/2019,197.96
1837083,11/25/2019,76.86
1837083,11/26/2019,130.55
1837083,11/27/2019,67.34
1837083,11/28/2019,63.41
1837083,11/29/2019,328.32
1837083,11/30/2019,41.56
1837083,12/1/2019,87.96
1837083,12/2/2019,214.45
1837083,12/3/2019,147.48
1837083,12/4/2019,204.26
1837083,12/5/2019,120.47
1837083,12/6/2019,183.1
1837083,12/7/2019,272.69
1837083,12/8/2019,298.62
1837083,12/9/2019,48.52
1837083,12/10/2019,179.76
1837083,12/11/2019,135.78
1837083,12/13/2019,116.58
1837083,12/14/2019,111.72
1866699,11/6/2019,102.32
1866699,11/14/2019,26.02
1866699,11/15/2019,66.09
1866699,11/22/2019,63.92
1866699,11/29/2019,38.04
1866699,12/5/2019,0.38
1866699,12/6/2019,0.48
1866699,12/7/2019,0.02
1889964,11/10/2019,26.92
1889964,11/11/2019,83.52
1889964,11/12/2019,24.41
1889964,11/13/2019,23.97
1889964,11/14/2019,191.66
1889964,11/15/2019,20.21
1889964,11/16/2019,282.78
1889964,11/18/2019,34.17
1889964,11/19/2019,157.55
1889964,11/20/2019,3.15
1889964,11/21/2019,55.42
1889964,11/22/2019,202.91
1889964,11/23/2019,348.47
1889964,11/24/2019,180.58
1889964,11/28/2019,633.29
1889964,11/29/2019,334.22
1889964,12/4/2019,41.69
1889964,12/6/2019,31.1
1889964,12/7/2019,84.91
1889964,12/13/2019,0.39
1889964,12/15/2019,9.86
1889964,12/16/2019,523
1889964,12/17/2019,13.31
1889964,12/18/2019,37
1889964,12/19/2019,123.91
1889964,12/20/2019,50.18
1889964,12/21/2019,35.9
1889964,12/23/2019,75.88
1889964,12/24/2019,4.73
1889964,12/27/2019,82.38
1889964,12/28/2019,128.1
1889964,12/29/2019,48.76
1889964,12/30/2019,552.4
1889964,12/31/2019,26.86
1910498,11/1/2019,656.75
1910498,11/2/2019,13.85
1910498,11/3/2019,71.85
1910498,11/4/2019,10.33
1910498,11/5/2019,8.69
1910498,11/6/2019,1674.07
1910498,11/7/2019,11.56
1910498,11/8/2019,12.55
1910498,11/9/2019,9.34
1910498,11/10/2019,9.7
1910498,11/11/2019,8.38
1910498,11/12/2019,9.05
1910498,11/13/2019,8.08
1910498,11/14/2019,9.7
1910498,11/15/2019,67.61
1910498,11/16/2019,6.34
1910498,11/17/2019,5.57
1910498,11/18/2019,1.22
1910498,11/19/2019,14.23
1910498,11/20/2019,9.75
1910498,11/21/2019,0.14
1910498,11/22/2019,0.21
1910498,11/23/2019,0.23
1910498,11/24/2019,0.38
1910498,11/25/2019,0.41
1910498,11/26/2019,0.38
1910498,11/27/2019,0.49
1910498,11/28/2019,0.29
1910498,11/29/2019,0.09
1910498,11/30/2019,0.3
1910498,12/1/2019,0.29
1910498,12/2/2019,0.13
1910498,12/3/2019,0.29
1910498,12/4/2019,0.38
1910498,12/5/2019,12.92
1910498,12/6/2019,126.51
1910498,12/7/2019,79.43
1910498,12/8/2019,73.66
1910498,12/9/2019,64.4
1910498,12/10/2019,7.74
1910498,12/11/2019,8.37
1910498,12/12/2019,19.27
1910498,12/13/2019,6.45
1910498,12/14/2019,920.61
1910498,12/15/2019,60.73
1910498,12/16/2019,2.27
1910498,12/17/2019,5.49
1910498,12/18/2019,9.33
1910498,12/19/2019,10.93
1910498,12/20/2019,11.58
1910498,12/21/2019,4.84
1910498,12/22/2019,2.61
1910498,12/23/2019,8.68
1910498,12/24/2019,4.19
1910498,12/25/2019,6.12
1910498,12/26/2019,11.9
1910498,12/27/2019,7.42
1910498,12/28/2019,4.53
1910498,12/29/2019,19.31
1910498,12/30/2019,4.21
1910498,12/31/2019,6.45
1916912,11/20/2019,240.5
1916912,11/21/2019,243.67
1916912,11/22/2019,165.64
1916912,11/23/2019,131.22
1916912,11/24/2019,39.05
1916912,11/25/2019,374.99
1916912,11/26/2019,0.01
1916912,12/12/2019,266.03
1916912,12/13/2019,230.12
1916912,12/14/2019,1.96
1916912,12/27/2019,163.71
1916912,12/28/2019,12.16
1916912,12/29/2019,282.41
1916912,12/30/2019,40.94
1916912,12/31/2019,249.75
1942893,11/30/2019,0.2
1942893,12/1/2019,2.45
1942893,12/4/2019,3.16
1942893,12/5/2019,4.38
1942893,12/6/2019,1.64
1942893,12/7/2019,3.89
1942893,12/8/2019,9.36
1942893,12/9/2019,7.87
1942893,12/10/2019,3.67
1942893,12/11/2019,0.98
1942893,12/12/2019,4.59
1942893,12/13/2019,0.69
1942893,12/14/2019,0.75
1942893,12/15/2019,5.09
1942893,12/16/2019,5.15
1942893,12/17/2019,1.17
1942893,12/19/2019,2.1
1942893,12/21/2019,0.59
1942893,12/22/2019,2.48
1942893,12/23/2019,2.04
1988054,11/1/2019,115.42
1988054,11/2/2019,249.39
1988054,11/3/2019,155.76
1988054,11/4/2019,70.03
1988054,11/5/2019,193.13
1988054,11/6/2019,182
1988054,11/7/2019,93.84
1988054,11/8/2019,385.01
1988054,11/9/2019,238.25
1988054,11/10/2019,77.97
1988054,11/11/2019,69.44
1988054,11/12/2019,194.36
1988054,11/13/2019,200.2
1988054,11/14/2019,217.59
1988054,11/15/2019,75.24
1988054,11/16/2019,227.88
1988054,11/17/2019,8.7
1988054,12/7/2019,0
1988054,12/8/2019,0
1988054,12/9/2019,0
1993430,12/9/2019,1.37
1993430,12/11/2019,0
1993430,12/12/2019,0.01
1993430,12/13/2019,0
1993430,12/14/2019,0
1993430,12/29/2019,0
2013749,11/1/2019,244.84
2013749,11/2/2019,8.93
2013749,11/3/2019,20.04
2013749,11/4/2019,9.11
2013749,11/5/2019,23.05
2013749,11/6/2019,272.84
2013749,11/7/2019,42.74
2013749,11/8/2019,41.43
2013749,11/9/2019,13.55
2013749,11/10/2019,18.54
2013749,11/11/2019,56.01
2013749,11/12/2019,67.82
2013749,11/13/2019,91.63
2013749,11/14/2019,10.13
2013749,11/15/2019,48.1
2013749,11/16/2019,7.99
2013749,11/17/2019,4.18
2013749,11/18/2019,4.76
2013749,11/19/2019,137.75
2013749,11/20/2019,98.58
2013749,11/21/2019,12.94
2013749,11/22/2019,251.19
2013749,11/23/2019,36.06
2013749,11/24/2019,47.41
2013749,11/25/2019,1.37
2013749,11/26/2019,24.9
2013749,11/27/2019,11
2013749,11/28/2019,51.55
2013749,11/29/2019,4.91
2013749,11/30/2019,143.34
2013749,12/1/2019,401.56
2013749,12/2/2019,2439.27
2013749,12/3/2019,860.4
2013749,12/4/2019,37.95
2013749,12/5/2019,7.54
2013749,12/6/2019,49.68
2013749,12/7/2019,27.72
2013749,12/8/2019,14.75
2013749,12/9/2019,28.27
2013749,12/10/2019,36.07
2013749,12/11/2019,83.52
2013749,12/12/2019,6147.88
2013749,12/13/2019,1036.33
2013749,12/14/2019,94.47
2013749,12/15/2019,20.5
2013749,12/16/2019,40.94
2013749,12/17/2019,39.67
2013749,12/18/2019,1340.99
2013749,12/19/2019,556.03
2013749,12/20/2019,30.22
2013749,12/21/2019,267.4
2013749,12/22/2019,280.53
2013749,12/23/2019,85.96
2013749,12/24/2019,103.74
2013749,12/25/2019,9.32
2013749,12/26/2019,21.44
2013749,12/27/2019,63.83
2013749,12/28/2019,47.75
2013749,12/29/2019,16.29
2013749,12/30/2019,7.36
2013749,12/31/2019,153.61
2037384,11/17/2019,0.78
2037384,11/25/2019,1.08
2037384,12/7/2019,0.39
2037384,12/19/2019,0.04
2037384,12/20/2019,0.02
2037384,12/21/2019,2.5
2037384,12/23/2019,2.94
2037384,12/24/2019,0.59
2041391,11/1/2019,5.77
2041391,11/2/2019,84.86
2041391,11/4/2019,9.97
2041391,11/6/2019,8.65
2041391,11/7/2019,118.12
2041391,11/8/2019,34.98
2041391,11/9/2019,1.6
2041391,11/10/2019,9.3
2041391,11/11/2019,25
2041391,11/12/2019,15.73
2041391,11/13/2019,45.16
2041391,11/14/2019,22.75
2041391,11/15/2019,3.21
2041391,11/16/2019,0.96
2041391,11/17/2019,91.89
2041391,11/18/2019,11.87
2041391,11/19/2019,8.99
2041391,11/20/2019,35.23
2041391,11/21/2019,72.02
2041391,11/24/2019,16.35
2041391,11/26/2019,8.02
2041391,11/27/2019,19.55
2041391,11/28/2019,18.91
2041391,11/29/2019,13.78
2041391,12/1/2019,148.54
2041391,12/2/2019,2.57
2041391,12/3/2019,149.19
2041391,12/4/2019,51.23
2041391,12/5/2019,16.34
2041391,12/6/2019,11.89
2041391,12/7/2019,6.75
2041391,12/8/2019,17.95
2041391,12/9/2019,6.74
2041391,12/10/2019,11.86
2041391,12/11/2019,4.81
2041391,12/13/2019,7.7
2041391,12/14/2019,1.92
2041391,12/15/2019,26.91
2041391,12/16/2019,2.57
2041391,12/17/2019,1.6
2041391,12/18/2019,20.75
2041391,12/19/2019,5.77
2041391,12/20/2019,0.96
2041391,12/22/2019,98.96
2041391,12/24/2019,35.87
2041391,12/26/2019,5.45
2041391,12/27/2019,10.28
2041391,12/29/2019,136.39
2041391,12/31/2019,10.25
2067243,11/1/2019,0.96
2067243,11/2/2019,58.98
2067243,11/3/2019,125.31
2067243,11/4/2019,62.54
2067243,11/5/2019,35.4
2067243,11/6/2019,35.54
2067243,11/7/2019,46.76
2067243,11/8/2019,27.12
2067243,11/9/2019,2.63
2067243,11/10/2019,4.69
2067243,11/13/2019,1.61
2067243,11/20/2019,0.64
2067243,11/22/2019,2.57
2067243,11/24/2019,55.52
2067243,11/25/2019,17.34
2067243,11/26/2019,218.33
2067243,11/29/2019,21.15
2067243,12/11/2019,119
2067243,12/12/2019,52.82
2067243,12/13/2019,96.66
2067243,12/14/2019,2.91
2067243,12/16/2019,65.63
2067243,12/21/2019,6.14
2067243,12/25/2019,9.7
2067243,12/26/2019,15.74
2067243,12/27/2019,2.57
2067243,12/28/2019,1.92
2067243,12/30/2019,16.68
2067243,12/31/2019,4.84
2118335,11/5/2019,162.22
2118335,11/6/2019,269.18
2118335,11/7/2019,142.14
2118335,11/8/2019,246.99
2118335,11/9/2019,313.25
2118335,11/10/2019,174.19
2118335,11/11/2019,201.5
2118335,11/12/2019,295.95
2118335,11/13/2019,496.7
2118335,11/14/2019,105.85
2118335,11/15/2019,374.98
2118335,11/16/2019,698.15
2118335,11/17/2019,98.21
2118335,11/18/2019,138.78
2118335,11/19/2019,186.93
2118335,11/20/2019,432.17
2118335,11/21/2019,146.89
2118335,11/22/2019,39.02
2118335,11/23/2019,63.85
2118335,11/24/2019,85.44
2118335,11/25/2019,0.34
2118335,11/26/2019,1.52
2118335,11/27/2019,0.6
2118335,11/28/2019,0.41
2118335,11/29/2019,1.49
2118335,11/30/2019,9.87
2118335,12/1/2019,68.61
2118335,12/2/2019,19.49
2118335,12/3/2019,17.37
2118335,12/4/2019,0.55
2118335,12/5/2019,14.63
2118335,12/6/2019,1.7
2118335,12/7/2019,1.49
2118335,12/8/2019,1.52
2118335,12/9/2019,0.23
2118335,12/10/2019,304.4
2118335,12/11/2019,180.18
2118335,12/12/2019,316.61
2118335,12/13/2019,291.42
2118335,12/14/2019,201.07
2118335,12/15/2019,45.38
2118335,12/16/2019,311.74
2118335,12/17/2019,17.23
2118335,12/18/2019,152.22
2118335,12/19/2019,209.44
2118335,12/20/2019,459.45
2118335,12/21/2019,239.19
2118335,12/22/2019,180.54
2118335,12/23/2019,272.08
2118335,12/24/2019,38.23
2118335,12/25/2019,101.75
2118335,12/26/2019,40.32
2118335,12/27/2019,442.55
2118335,12/28/2019,76.24
2118335,12/29/2019,332.64
2118335,12/30/2019,79.89
2141928,11/12/2019,0.96
2141928,12/6/2019,44.41
2141928,12/10/2019,16.41
2141928,12/13/2019,11.89
2141928,12/14/2019,435.41
2141928,12/15/2019,142.46
2141928,12/16/2019,37.19
2141928,12/19/2019,14.05
2141928,12/20/2019,60.06
2141928,12/21/2019,132.82
2141928,12/22/2019,95.77
2141928,12/23/2019,13.48
2141928,12/28/2019,3.85
2141928,12/29/2019,2.57
2146867,11/1/2019,281.47
2146867,11/2/2019,517.62
2146867,11/3/2019,567.02
2146867,11/4/2019,573.94
2146867,11/5/2019,300.03
2146867,11/6/2019,116.5
2146867,11/7/2019,383.79
2146867,11/8/2019,170.09
2146867,11/9/2019,240.52
2146867,11/10/2019,341.48
2146867,11/11/2019,677.93
2146867,11/12/2019,307.59
2146867,11/13/2019,277.55
2146867,11/14/2019,148.42
2146867,11/15/2019,54.4
2146867,11/16/2019,815.98
2146867,11/17/2019,522.04
2146867,11/18/2019,496.28
2146867,11/19/2019,194.39
2146867,11/20/2019,439.65
2146867,11/21/2019,168.08
2146867,11/22/2019,95.59
2146867,11/23/2019,223.22
2146867,11/24/2019,168.67
2146867,11/25/2019,0.1
2146867,11/26/2019,1.2
2146867,11/27/2019,0.88
2146867,11/28/2019,0.2
2146867,11/29/2019,0.49
2146867,11/30/2019,0.1
2146867,12/1/2019,1.54
2146867,12/2/2019,449.58
2146867,12/3/2019,749.85
2146867,12/4/2019,690.3
2146867,12/5/2019,444.29
2146867,12/6/2019,339.88
2146867,12/7/2019,579.89
2146867,12/8/2019,269.49
2146867,12/9/2019,57.01
2146867,12/10/2019,68.25
2146867,12/11/2019,112.54
2146867,12/12/2019,9.06
2146867,12/13/2019,0.08
2146867,12/15/2019,0
2146867,12/16/2019,297.33
2146867,12/17/2019,765.52
2146867,12/18/2019,309.58
2146867,12/19/2019,331.72
2146867,12/20/2019,334.08
2146867,12/21/2019,232.77
2146867,12/22/2019,517.56
2146867,12/23/2019,302.12
2146867,12/24/2019,750.29
2146867,12/25/2019,815.99
2146867,12/26/2019,692.74
2146867,12/27/2019,246.33
2146867,12/28/2019,410.58
2146867,12/29/2019,449.69
2146867,12/30/2019,367.51
2146867,12/31/2019,221.88
2179000,11/2/2019,24.7
2179000,11/3/2019,6.14
2179000,11/4/2019,3.21
2179000,11/6/2019,37.15
2179000,11/7/2019,6.41
2179000,11/12/2019,4.18
2179000,11/17/2019,1.6
2179000,11/18/2019,33.36
2179000,11/20/2019,13.78
2179000,11/22/2019,15.06
2179000,11/24/2019,2.57
2179000,11/26/2019,35.29
2179000,11/30/2019,9.3
2179000,12/2/2019,4.17
2179000,12/3/2019,3.21
2179000,12/5/2019,1.28
2179000,12/7/2019,25
2179000,12/8/2019,30.76
2179000,12/13/2019,3.21
2179000,12/23/2019,11.08
2179000,12/24/2019,2.89
2179000,12/26/2019,121.68
2179000,12/27/2019,132.97
2179000,12/28/2019,100.65
2179000,12/31/2019,34.91
2179721,11/22/2019,0
2179721,11/26/2019,0.32
2179721,12/11/2019,0.32
2179721,12/18/2019,0.13
2179721,12/19/2019,0.23
2208179,11/2/2019,0
2208179,11/5/2019,0
2208179,11/9/2019,0
2208179,11/14/2019,0.14
2208179,11/15/2019,0.12
2208179,11/16/2019,0.03
2208179,11/18/2019,0.01
2208179,12/13/2019,78.16
2208179,12/14/2019,426.73
2208179,12/15/2019,474.3
2208179,12/16/2019,215.92
2208179,12/17/2019,218.19
2208179,12/18/2019,223.35
2208179,12/19/2019,2.47
2208179,12/20/2019,101.67
2208179,12/21/2019,0.09
2208179,12/22/2019,0.05
2208179,12/23/2019,0.04
2208179,12/24/2019,0.07
2208179,12/27/2019,0.08
2208179,12/28/2019,0.03
2208179,12/30/2019,0.08
2208179,12/31/2019,0.01
2209968,11/9/2019,6.12
2209968,11/10/2019,43.4
2209968,11/11/2019,15.25
2209968,11/12/2019,32.76
2209968,11/13/2019,36.74
2209968,11/14/2019,55.11
2209968,11/15/2019,101.48
2209968,11/16/2019,125.19
2209968,11/17/2019,231.11
2209968,11/18/2019,142.17
2209968,11/19/2019,63.93
2209968,11/20/2019,79.61
2209968,11/21/2019,34.56
2209968,12/1/2019,28.51
2209968,12/2/2019,105.29
2209968,12/3/2019,143.27
2209968,12/4/2019,76.93
2209968,12/5/2019,76.29
2209968,12/6/2019,133.63
2209968,12/7/2019,72.59
2209968,12/8/2019,102.02
2209968,12/9/2019,173.29
2209968,12/10/2019,116.42
2209968,12/11/2019,214.28
2209968,12/12/2019,135.5
2209968,12/13/2019,62.98
2209968,12/14/2019,146.69
2209968,12/15/2019,188.59
2209968,12/16/2019,135.18
2209968,12/17/2019,111.55
2209968,12/18/2019,74.55
2209968,12/19/2019,145.7
